card_number,name,team,designations
TRAP-AN,Aaron Nola,Philadelphia Phillies,
TRAP-MO,Matt Olson,Atlanta Braves,
TRAP-JRA,Jose Ramirez,Cleveland Guardians,
TRAP-JS,Juan Soto,San Diego Padres,
TRAP-FT,Fernando Tatis Jr.,San Diego Padres,
TRAP-ST,Spencer Torkelson,Detroit Tigers,
TRAP-KT,Kyle Tucker,Houston Astros,
TRAP-JU,Julio Urias,Los Angeles Dodgers,
TRAP-AV,Andrew Vaughn,Chicago White Sox,
TRAP-RY,Robin Yount,Milwaukee Brewers,
